step,f1,logp
2000,0.46792954469923564,-252.23796467152647
2100,0.47158789166224113,-189.33409994997766
2200,0.47576462171346806,-176.5592008864836
2300,0.4823508331840172,-166.47227771415413
2400,0.4819835890117731,-160.74527425749207
2500,0.48327669468789125,-153.5303488296871
2600,0.48898441698011824,-150.75857268981457
2700,0.4870689655172414,-147.42234807045998
2800,0.48699084873497217,-145.22632929691397
2900,0.487313298542379,-142.01184143131525
3000,0.4872439813151276,-139.65163976615722
3100,0.4844675884359849,-137.26808648773076
3200,0.483725948570401,-137.34608634784345
3300,0.4804027328299173,-135.09183000094987
3400,0.48298101039054103,-133.56629209673105
3500,0.4859545535874038,-132.3290302932274
3600,0.48683503492745833,-129.065349791149
3700,0.4882847433375067,-128.3519036687058
3800,0.48882531736098694,-128.35641716192777
3900,0.487665355738291,-127.68107943890541
4000,0.48589398023360286,-125.03612820938073
4100,0.4864281862304512,-124.50060320447693
4200,0.48779612347451545,-122.50669996621879
4300,0.4906474820143885,-121.89045344866932
4400,0.4910955207771182,-120.45691266267781
4500,0.491726618705036,-119.75631706065954
4600,0.4916261480280929,-119.71313417086932
4700,0.4931506849315068,-118.80185425819658
4800,0.49414308884483693,-118.83790285480384
4900,0.4925238695730499,-118.30348128121074
5000,0.4926908500270709,-114.72723286252268
5100,0.4912089903933297,-114.4085291884077
5200,0.49092229484386346,-114.41688067387338
5300,0.49118342119614616,-113.9087527857179
5400,0.4921846601235914,-113.65969033178004
5500,0.49129172714078373,-113.68833785114882
5600,0.4926483935378472,-113.42838470343364
5700,0.49155926665456523,-112.1896129194038
5800,0.49138087461440755,-112.19986083859881
5900,0.49328493647912885,-112.07503981694643
6000,0.49337928532559405,-110.30286991788681
6100,0.4930165064393252,-109.38755105911369
6200,0.4932898077620602,-107.8544040707722
6300,0.49501359927470534,-106.09579032422025
6400,0.49465095194922937,-105.50355973704654
6500,0.4961043667331038,-105.52459798501819
6600,0.4941944847605225,-105.08248508343374
6700,0.4960087082728592,-104.80419543203584
6800,0.4961887477313975,-104.81898082235227
6900,0.4963741841914431,-104.83903918185013
7000,0.496284212434294,-104.84888329063878
7100,0.4958318231243204,-104.7858134192812
7200,0.49701141097627244,-104.56021971318646
7300,0.49673676577229875,-104.45165396518112
7400,0.4972875226039783,-104.40640968287764
7500,0.4986430251492672,-104.00327224851716
7600,0.49846265147404595,-103.65077482756203
7700,0.498371335504886,-103.14652959532955
7800,0.49827992033315227,-103.00929055935565
7900,0.49846265147404595,-103.02155981295235
8000,0.49972880130175373,-102.42240166940331
8100,0.49981916817359856,-102.26882117582275
8200,0.49927536231884057,-102.28093595905813
8300,0.4998189061934082,-102.0837330043993
8400,0.4991849302662561,-99.51234067058944
8500,0.49846042383626155,-99.51845785997546
8600,0.498731424429141,-99.39915998978232
8700,0.4986400725294651,-99.37434218793328
8800,0.49845707024868396,-99.0354052488715
8900,0.498455949137148,-99.0414315283905
9000,0.49954619713196585,-98.94672057009981
9100,0.49972742140650556,-98.95503840499187
9200,0.49909123954925483,-98.96701795609226
9300,0.49872680974899963,-98.58599119642068
9400,0.4989090909090909,-97.83317572796867
9500,0.49963662790697677,-97.22051622470019
9600,0.4999091074350118,-96.2691914400822
9700,0.5008177357804834,-96.28203487284125
9800,0.5004536381781891,-96.22750574110276
9900,0.500181752090149,-96.24015938315632
10000,0.49954586739327883,-96.25191261338081
10100,0.5003633720930233,-96.26166126993857
10200,0.49872773536895676,-96.27380324344304
10300,0.499001271109497,-96.27843194104439
10400,0.4987295825771325,-96.29016377130503
10500,0.497550353837779,-96.30171369750093
10600,0.4980954108470887,-96.30702254673861
10700,0.4980967917346384,-96.26485030674462
10800,0.4976440739398333,-96.25403986509048
10900,0.49746192893401014,-95.89411294242322
11000,0.4980954108470887,-95.83539142591334
11100,0.4986390854654328,-95.82506671844698
11200,0.49836541954231744,-95.7667719234003
11300,0.49918315483753856,-95.77755932352318
11400,0.49836541954231744,-95.71387972443294
11500,0.49890988372093026,-95.56533027341942
