param,value,n_iters,burn_in,thinning,eval_every,warmup_pg,f1_final,logp_final,acc_final
warmup_pg,0.0,16000,2000,20,100,0,0.8721113822305153,-31.41743437653369,0.1825
warmup_pg,10.0,16000,2000,20,100,10,0.8725236864771748,-31.580082497504176,0.18328125
warmup_pg,50.0,16000,2000,20,100,50,0.8722517603103894,-31.334391481898802,0.17953125
warmup_pg,100.0,16000,2000,20,100,100,0.8692904337833955,-31.55247119819676,0.1984375
