label,param,value,step,f1,logp,acc
burn_in=0,burn_in,0.0,3700,0.8720229555236729,-32.142128686068766,0.18796875
burn_in=0,burn_in,0.0,3800,0.8719862227324914,-32.119065057828095,0.1965625
burn_in=0,burn_in,0.0,3900,0.8725968436154949,-32.02374904366431,0.19515625
burn_in=0,burn_in,0.0,4000,0.8727585712236408,-32.01696494094398,0.171875
burn_in=0,burn_in,0.0,4100,0.873405017921147,-31.782948689086233,0.1796875
burn_in=0,burn_in,0.0,4200,0.872831541218638,-31.77554294589611,0.173125
burn_in=0,burn_in,0.0,4300,0.8733887138355771,-31.736885801439875,0.1828125
burn_in=0,burn_in,0.0,4400,0.873191001576157,-31.737698654791707,0.168125
burn_in=0,burn_in,0.0,4500,0.8735862562634216,-31.71612136650565,0.18296875
burn_in=0,burn_in,0.0,4600,0.87322733132789,-31.630306776051082,0.17125
burn_in=0,burn_in,0.0,4700,0.8733361957921855,-31.63379528307122,0.15671875
burn_in=0,burn_in,0.0,4800,0.8734974241556954,-31.626587151112787,0.1815625
burn_in=0,burn_in,0.0,4900,0.8737113402061856,-31.632141233155412,0.1909375
burn_in=0,burn_in,0.0,5000,0.8739255014326648,-31.622023424621148,0.176875
burn_in=0,burn_in,0.0,5100,0.8741589119541875,-31.612397725974454,0.16734375
burn_in=0,burn_in,0.0,5200,0.87374749498998,-31.620779399534612,0.19703125
burn_in=0,burn_in,0.0,5300,0.8739447703534126,-31.621662790666996,0.185625
burn_in=0,burn_in,0.0,5400,0.8734249713631157,-31.57470318759588,0.1921875
burn_in=0,burn_in,0.0,5500,0.8731386025200458,-31.563531293085585,0.19421875
burn_in=0,burn_in,0.0,5600,0.8733887138355771,-31.56601432261597,0.194375
burn_in=0,burn_in,0.0,5700,0.8734249713631157,-31.56021976044989,0.1965625
burn_in=0,burn_in,0.0,5800,0.8738003151410972,-31.525041463170464,0.19140625
burn_in=0,burn_in,0.0,5900,0.8732434757671351,-31.48720680504025,0.19859375
burn_in=0,burn_in,0.0,6000,0.8727585712236408,-31.47013476707692,0.17921875
burn_in=0,burn_in,0.0,6100,0.8730454741070148,-31.469875581909164,0.17984375
burn_in=0,burn_in,0.0,6200,0.8730818872795066,-31.449051133985634,0.2046875
burn_in=0,burn_in,0.0,6300,0.8725082460920695,-31.449349246171554,0.185625
burn_in=0,burn_in,0.0,6400,0.8725813386842483,-31.45210613971138,0.18671875
burn_in=0,burn_in,0.0,6500,0.8722214254983508,-31.435128726537723,0.18140625
burn_in=0,burn_in,0.0,6600,0.8723831373673645,-31.43449523694613,0.18171875
burn_in=0,burn_in,0.0,6700,0.872831541218638,-31.423964286518398,0.16890625
burn_in=0,burn_in,0.0,6800,0.8724197247706422,-31.4122051788626,0.199375
burn_in=0,burn_in,0.0,6900,0.8722946825283073,-31.377261541032926,0.18328125
burn_in=0,burn_in,0.0,7000,0.872346528973035,-31.380752634790475,0.17875
burn_in=0,burn_in,0.0,7100,0.8721330275229358,-31.391824660507158,0.16890625
burn_in=0,burn_in,0.0,7200,0.8725813386842483,-31.37002482825534,0.193125
burn_in=0,burn_in,0.0,7300,0.8724197247706422,-31.361375561775024,0.16828125
burn_in=0,burn_in,0.0,7400,0.8725082460920695,-31.27969248814331,0.18015625
burn_in=0,burn_in,0.0,7500,0.8731182795698925,-31.262215007640798,0.1709375
burn_in=0,burn_in,0.0,7600,0.8733687078732253,-31.264943515286387,0.19546875
burn_in=0,burn_in,0.0,7700,0.8734576757532281,-31.23534344112582,0.1875
burn_in=0,burn_in,0.0,7800,0.8735302552337253,-31.16362177827913,0.165625
burn_in=0,burn_in,0.0,7900,0.8729566963005448,-31.167044029427416,0.1634375
burn_in=0,burn_in,0.0,8000,0.872993119266055,-31.17719449706842,0.1565625
burn_in=0,burn_in,0.0,8100,0.8731343283582089,-31.126996942441412,0.15234375
burn_in=0,burn_in,0.0,8200,0.873405017921147,-31.1309354953208,0.168125
burn_in=0,burn_in,0.0,8300,0.8733687078732253,-31.141532619422822,0.1778125
burn_in=0,burn_in,0.0,8400,0.873405017921147,-31.149708745994225,0.1878125
burn_in=0,burn_in,0.0,8500,0.8728473019517795,-31.155916971923205,0.1815625
burn_in=0,burn_in,0.0,8600,0.8731707317073171,-31.138790118056,0.18453125
burn_in=0,burn_in,0.0,8700,0.8721480843736548,-31.14103111205417,0.18734375
burn_in=0,burn_in,0.0,8800,0.8721847654568928,-31.1464809648912,0.18578125
burn_in=0,burn_in,0.0,8900,0.8719862227324914,-31.1480423966001,0.2159375
burn_in=0,burn_in,0.0,9000,0.8722732491389208,-31.137686989942523,0.19765625
burn_in=0,burn_in,0.0,9100,0.8717506821772225,-31.140014671568665,0.19265625
burn_in=0,burn_in,0.0,9200,0.8719126938541069,-31.148473447602942,0.16796875
burn_in=0,burn_in,0.0,9300,0.8721113822305153,-31.149727372702426,0.17671875
burn_in=0,burn_in,0.0,9400,0.8723098995695839,-31.116351071388603,0.15515625
burn_in=0,burn_in,0.0,9500,0.8723098995695839,-31.1246234373426,0.17828125
burn_in=0,burn_in,0.0,9600,0.8719862227324914,-31.133534256484815,0.17859375
burn_in=0,burn_in,0.0,9700,0.8722732491389208,-31.134682452229555,0.16578125
burn_in=0,burn_in,0.0,9800,0.8721480843736548,-31.142872606683223,0.1890625
burn_in=0,burn_in,0.0,9900,0.8719494688486936,-31.14885751678416,0.18015625
burn_in=0,burn_in,0.0,10000,0.8717875089734386,-31.155877688649348,0.1890625
burn_in=0,burn_in,0.0,10100,0.8718243146260944,-31.163474048540238,0.1934375
burn_in=0,burn_in,0.0,10200,0.8721998851234922,-31.159601921423587,0.165625
burn_in=0,burn_in,0.0,10300,0.8721631715024418,-31.149718335654544,0.179375
burn_in=0,burn_in,0.0,10400,0.8723618090452261,-31.14849678465017,0.18921875
burn_in=0,burn_in,0.0,10500,0.8719494688486936,-31.133478584565278,0.17609375
burn_in=0,burn_in,0.0,10600,0.8719494688486936,-31.105218788695744,0.188125
burn_in=0,burn_in,0.0,10700,0.8723251472066638,-31.109983839366986,0.175
burn_in=0,burn_in,0.0,10800,0.8719643626957896,-31.097438410901,0.1809375
burn_in=0,burn_in,0.0,10900,0.8717138342192213,-31.085441098781683,0.18625
burn_in=0,burn_in,0.0,11000,0.8715886239586326,-31.086833271698485,0.1809375
burn_in=0,burn_in,0.0,11100,0.8724137931034482,-31.090103757872267,0.196875
burn_in=0,burn_in,0.0,11200,0.8724504452743465,-31.094526365337575,0.17515625
burn_in=0,burn_in,0.0,11300,0.8727011494252873,-31.08998233239057,0.1975
burn_in=0,burn_in,0.0,11400,0.8722884643011062,-31.092476378594846,0.178125
burn_in=0,burn_in,0.0,11500,0.8724137931034482,-31.099888680254878,0.19875
burn_in=0,burn_in,0.0,11600,0.8728996122361051,-31.1028839782131,0.18640625
burn_in=0,burn_in,0.0,11700,0.8726123797213845,-31.108762443803172,0.16796875
burn_in=0,burn_in,0.0,11800,0.8721631715024418,-31.113400875325603,0.1759375
burn_in=0,burn_in,0.0,11900,0.8723618090452261,-31.119189574040973,0.1803125
burn_in=0,burn_in,0.0,12000,0.8721998851234922,-31.12212544597465,0.17109375
burn_in=0,burn_in,0.0,12100,0.8724870763928777,-31.118972941848916,0.18625
burn_in=0,burn_in,0.0,12200,0.8719862227324914,-31.124790095847132,0.17015625
burn_in=0,burn_in,0.0,12300,0.8721113822305153,-31.1261805389877,0.1659375
burn_in=0,burn_in,0.0,12400,0.8721113822305153,-31.130388682103128,0.19390625
burn_in=0,burn_in,0.0,12500,0.8723984498349361,-31.127909130874365,0.169375
burn_in=0,burn_in,0.0,12600,0.872685517439357,-31.12457556772759,0.18484375
burn_in=0,burn_in,0.0,12700,0.8725236864771748,-31.130356262740225,0.17640625
burn_in=0,burn_in,0.0,12800,0.8723984498349361,-31.106785069960637,0.19609375
burn_in=0,burn_in,0.0,12900,0.8724350695939159,-31.08807990662336,0.16265625
burn_in=0,burn_in,0.0,13000,0.8724350695939159,-31.08839849421006,0.16671875
burn_in=0,burn_in,0.0,13100,0.8727585712236408,-31.094047032872528,0.165625
burn_in=0,burn_in,0.0,13200,0.872795066685788,-31.08477457382355,0.1734375
burn_in=0,burn_in,0.0,13300,0.8729202524383247,-31.00169659593096,0.1746875
burn_in=0,burn_in,0.0,13400,0.872346528973035,-30.999090214967712,0.18484375
burn_in=0,burn_in,0.0,13500,0.8729202524383247,-31.00339192235033,0.18703125
burn_in=0,burn_in,0.0,13600,0.8725968436154949,-31.002756282512426,0.18859375
burn_in=0,burn_in,0.0,13700,0.8725968436154949,-31.008071880056733,0.1909375
burn_in=0,burn_in,0.0,13800,0.8727585712236408,-31.010432167360385,0.18203125
burn_in=0,burn_in,0.0,13900,0.8727585712236408,-31.016308900463233,0.17234375
burn_in=0,burn_in,0.0,14000,0.8726333907056799,-31.01977117998942,0.195
burn_in=0,burn_in,0.0,14100,0.8729202524383247,-31.026021824036587,0.18234375
burn_in=0,burn_in,0.0,14200,0.8729566963005448,-31.014755916462246,0.17515625
burn_in=0,burn_in,0.0,14300,0.872795066685788,-31.01747115112481,0.175625
burn_in=0,burn_in,0.0,14400,0.872346528973035,-31.022064500876724,0.19265625
burn_in=0,burn_in,0.0,14500,0.8725082460920695,-31.02221011234453,0.1715625
burn_in=0,burn_in,0.0,14600,0.8725448028673836,-31.028182015100803,0.18625
burn_in=0,burn_in,0.0,14700,0.872831541218638,-31.024878018006312,0.17484375
burn_in=0,burn_in,0.0,14800,0.8725448028673836,-30.99408160698253,0.18671875
burn_in=0,burn_in,0.0,14900,0.8724562912009172,-30.992228274943017,0.16890625
burn_in=0,burn_in,0.0,15000,0.8722580645161291,-30.997648388867102,0.15953125
burn_in=0,burn_in,0.0,15100,0.8722580645161291,-30.99823350496299,0.1640625
burn_in=0,burn_in,0.0,15200,0.8721696761249642,-31.002938769547193,0.17578125
burn_in=0,burn_in,0.0,15300,0.8727064220183486,-31.005897603521298,0.16703125
burn_in=0,burn_in,0.0,15400,0.8724197247706422,-31.011557043489717,0.19328125
burn_in=0,burn_in,0.0,15500,0.8722946825283073,-31.009434307811844,0.196875
burn_in=0,burn_in,0.0,15600,0.8721330275229358,-31.005755946774354,0.1809375
burn_in=0,burn_in,0.0,15700,0.8719713261648746,-31.001276040033137,0.195625
burn_in=0,burn_in,0.0,15800,0.8722580645161291,-31.00716718901796,0.1840625
burn_in=0,burn_in,0.0,15900,0.8718463302752294,-30.988394050647102,0.16734375
burn_in=500,burn_in,500.0,500,0.8353126341393619,-46.74244829022494,0.1909306387225549
burn_in=500,burn_in,500.0,600,0.8616838487972509,-38.69752286549736,0.18375
burn_in=500,burn_in,500.0,700,0.8612508986340762,-36.99891113999604,0.190625
burn_in=500,burn_in,500.0,800,0.8663316582914573,-36.603268125492995,0.20125
burn_in=500,burn_in,500.0,900,0.8683642641346568,-35.75556383918206,0.19765625
burn_in=500,burn_in,500.0,1000,0.8683263778961001,-35.705248118749886,0.1903125
burn_in=500,burn_in,500.0,1100,0.8680385667002446,-35.28021859787568,0.19078125
burn_in=500,burn_in,500.0,1200,0.8686141890919556,-34.95939551589437,0.19
burn_in=500,burn_in,500.0,1300,0.8696153292032849,-34.51583010689429,0.1865625
burn_in=500,burn_in,500.0,1400,0.8708795163379877,-34.35479071516761,0.18796875
burn_in=500,burn_in,500.0,1500,0.8694776226795222,-34.31957270950903,0.191875
burn_in=500,burn_in,500.0,1600,0.8708656888121944,-34.139573215898224,0.19765625
burn_in=500,burn_in,500.0,1700,0.871927554980595,-33.8160845715032,0.1875
burn_in=500,burn_in,500.0,1800,0.8731868447508258,-33.78206679348133,0.18875
burn_in=500,burn_in,500.0,1900,0.8740123545467605,-33.4184597495006,0.19875
burn_in=500,burn_in,500.0,2000,0.8725236864771748,-33.30313475168222,0.16875
burn_in=500,burn_in,500.0,2100,0.8721631715024418,-33.15110367954908,0.17140625
burn_in=500,burn_in,500.0,2200,0.8721264367816092,-33.040484410982884,0.1825
burn_in=500,burn_in,500.0,2300,0.8720529039677976,-33.039538798049506,0.17234375
burn_in=500,burn_in,500.0,2400,0.8728630943829909,-32.87074695335541,0.18171875
burn_in=500,burn_in,500.0,2500,0.8730044585071193,-32.73354318332026,0.18265625
burn_in=500,burn_in,500.0,2600,0.8735268755389479,-32.60747266683967,0.17
burn_in=500,burn_in,500.0,2700,0.8722517603103894,-32.558948366211396,0.183125
burn_in=500,burn_in,500.0,2800,0.8730044585071193,-32.58943200560986,0.17578125
burn_in=500,burn_in,500.0,2900,0.8727377190462511,-32.58361526077111,0.1728125
burn_in=500,burn_in,500.0,3000,0.8727377190462511,-32.559060213046045,0.1815625
burn_in=500,burn_in,500.0,3100,0.8721998851234922,-32.51543414696218,0.18015625
burn_in=500,burn_in,500.0,3200,0.871426519178279,-32.5459502436942,0.1653125
burn_in=500,burn_in,500.0,3300,0.8710511200459506,-32.571588484052214,0.175
burn_in=500,burn_in,500.0,3400,0.87180224202357,-32.47205520481202,0.1890625
burn_in=500,burn_in,500.0,3500,0.8716031631919482,-32.45120148393766,0.1809375
burn_in=500,burn_in,500.0,3600,0.8716031631919482,-32.36513260435392,0.1965625
burn_in=500,burn_in,500.0,3700,0.8717653824036803,-32.30766032717084,0.18015625
burn_in=500,burn_in,500.0,3800,0.8721782890007189,-32.31317968392897,0.19515625
burn_in=500,burn_in,500.0,3900,0.8717653824036803,-32.26498026420577,0.1996875
burn_in=500,burn_in,500.0,4000,0.8727899956877965,-32.26941576369003,0.1634375
burn_in=500,burn_in,500.0,4100,0.8716400747448613,-32.29042106645042,0.16765625
burn_in=500,burn_in,500.0,4200,0.87180224202357,-31.944101589129538,0.16265625
burn_in=500,burn_in,500.0,4300,0.8717285015818234,-31.940703947486025,0.14578125
burn_in=500,burn_in,500.0,4400,0.872554660529344,-31.952721546715804,0.1590625
burn_in=500,burn_in,500.0,4500,0.872141521645333,-31.961158554419118,0.15734375
burn_in=500,burn_in,500.0,4600,0.8717653824036803,-31.962051498949446,0.17109375
burn_in=500,burn_in,500.0,4700,0.8714039125431531,-31.91099067790692,0.1721875
burn_in=500,burn_in,500.0,4800,0.8706660912098979,-31.92144960304407,0.16828125
burn_in=500,burn_in,500.0,4900,0.8708285385500575,-31.899566379957907,0.169375
burn_in=500,burn_in,500.0,5000,0.8711674103929754,-31.907077106374736,0.18046875
burn_in=500,burn_in,500.0,5100,0.8707032935423559,-31.911469280017624,0.15828125
burn_in=500,burn_in,500.0,5200,0.8708285385500575,-31.915928263503837,0.163125
burn_in=500,burn_in,500.0,5300,0.8705408515535098,-31.806895997272644,0.17171875
burn_in=500,burn_in,500.0,5400,0.8705780845556514,-31.764344490264165,0.18171875
burn_in=500,burn_in,500.0,5500,0.8714039125431531,-31.711713499101116,0.17828125
burn_in=500,burn_in,500.0,5600,0.8705408515535098,-31.713680584698597,0.16953125
burn_in=500,burn_in,500.0,5700,0.870303728228012,-31.673844628727714,0.19484375
burn_in=500,burn_in,500.0,5800,0.870253164556962,-31.676616892786278,0.17359375
burn_in=500,burn_in,500.0,5900,0.8709166786587998,-31.671104755721444,0.1678125
burn_in=500,burn_in,500.0,6000,0.8705780845556514,-31.635463427821335,0.18984375
burn_in=500,burn_in,500.0,6100,0.870253164556962,-31.646860722257383,0.205
burn_in=500,burn_in,500.0,6200,0.8704156479217604,-31.629692972046524,0.1953125
burn_in=500,burn_in,500.0,6300,0.870253164556962,-31.622179034286944,0.18203125
burn_in=500,burn_in,500.0,6400,0.8707032935423559,-31.624115204034588,0.1765625
burn_in=500,burn_in,500.0,6500,0.8708656888121944,-31.613580697460243,0.16375
burn_in=500,burn_in,500.0,6600,0.8713525945091275,-31.6256902059379,0.1678125
burn_in=500,burn_in,500.0,6700,0.8711532930687375,-31.61000866895045,0.17046875
burn_in=500,burn_in,500.0,6800,0.8709909391629512,-31.603175396983676,0.15453125
burn_in=500,burn_in,500.0,6900,0.8702158273381295,-31.602207415935595,0.1721875
burn_in=500,burn_in,500.0,7000,0.8706288674629443,-31.607639610671967,0.18625
burn_in=500,burn_in,500.0,7100,0.8703410562670888,-31.604877266886927,0.1809375
burn_in=500,burn_in,500.0,7200,0.8707913669064749,-31.611744856304583,0.17359375
burn_in=500,burn_in,500.0,7300,0.8703410562670888,-31.6229103906408,0.17078125
burn_in=500,burn_in,500.0,7400,0.870953819594303,-31.622270493197064,0.174375
burn_in=500,burn_in,500.0,7500,0.8705035971223022,-31.61212633456623,0.2021875
burn_in=500,burn_in,500.0,7600,0.8699280575539569,-31.621587648342757,0.19046875
burn_in=500,burn_in,500.0,7700,0.8698906160046056,-31.628243927879552,0.17984375
burn_in=500,burn_in,500.0,7800,0.8701784686240644,-31.629261975085868,0.178125
burn_in=500,burn_in,500.0,7900,0.8700158341730243,-31.621866936478995,0.18375
burn_in=500,burn_in,500.0,8000,0.8699280575539569,-31.573268126490426,0.1884375
burn_in=500,burn_in,500.0,8100,0.8701280023011649,-31.58142377481255,0.1815625
burn_in=500,burn_in,500.0,8200,0.87077763403766,-31.58675568417323,0.173125
burn_in=500,burn_in,500.0,8300,0.8705408515535098,-31.576172304461778,0.17546875
burn_in=500,burn_in,500.0,8400,0.8709028177113284,-31.54152882425678,0.17953125
burn_in=500,burn_in,500.0,8500,0.8704529115744069,-31.546736016707566,0.19171875
burn_in=500,burn_in,500.0,8600,0.8702904802991084,-31.554460222437392,0.17203125
burn_in=500,burn_in,500.0,8700,0.8704156479217604,-31.56000180467897,0.1865625
burn_in=500,burn_in,500.0,8800,0.8704156479217604,-31.558128245595725,0.17546875
burn_in=500,burn_in,500.0,8900,0.8702904802991084,-31.540494984442375,0.18546875
burn_in=500,burn_in,500.0,9000,0.8700028760425654,-31.54563883323628,0.18671875
burn_in=500,burn_in,500.0,9100,0.8701149425287357,-31.548518615057798,0.180625
burn_in=500,burn_in,500.0,9200,0.8702772590145094,-31.52985505041233,0.1859375
burn_in=500,burn_in,500.0,9300,0.8698275862068966,-31.49721063794164,0.19546875
burn_in=500,burn_in,500.0,9400,0.8701522550991094,-31.49887627414611,0.164375
burn_in=500,burn_in,500.0,9500,0.869989943973567,-31.506898146560008,0.19578125
burn_in=500,burn_in,500.0,9600,0.869952579393591,-31.502234335028515,0.20296875
burn_in=500,burn_in,500.0,9700,0.8707639287765652,-31.500009225005925,0.188125
burn_in=500,burn_in,500.0,9800,0.8704395288710141,-31.502301256805566,0.15640625
burn_in=500,burn_in,500.0,9900,0.8705645740554518,-31.477928576976563,0.17421875
burn_in=500,burn_in,500.0,10000,0.8707268026429187,-31.46348729658342,0.16625
burn_in=500,burn_in,500.0,10100,0.8705645740554518,-31.466440152987513,0.1709375
burn_in=500,burn_in,500.0,10200,0.8705645740554518,-31.421877556613918,0.1796875
burn_in=500,burn_in,500.0,10300,0.8704022988505747,-31.374360267257686,0.18765625
burn_in=500,burn_in,500.0,10400,0.8704022988505747,-31.334259650631758,0.178125
burn_in=500,burn_in,500.0,10500,0.8708889846330604,-31.340001206737238,0.171875
burn_in=500,burn_in,500.0,10600,0.8710140764148233,-31.346046643827176,0.1771875
burn_in=500,burn_in,500.0,10700,0.8710140764148233,-31.34673321792853,0.1990625
burn_in=500,burn_in,500.0,10800,0.8708889846330604,-31.353048297832196,0.1675
burn_in=500,burn_in,500.0,10900,0.8706017521183398,-31.359169096385862,0.14234375
burn_in=500,burn_in,500.0,11000,0.8704395288710141,-31.3469102226494,0.18046875
burn_in=500,burn_in,500.0,11100,0.8707639287765652,-31.350387384949542,0.18921875
burn_in=500,burn_in,500.0,11200,0.8708889846330604,-31.35725989313715,0.1628125
burn_in=500,burn_in,500.0,11300,0.8703145196036192,-31.316120580482547,0.17171875
burn_in=500,burn_in,500.0,11400,0.8704395288710141,-31.319095882821017,0.16953125
burn_in=500,burn_in,500.0,11500,0.8705645740554518,-31.324646677409305,0.17609375
burn_in=500,burn_in,500.0,11600,0.8701522550991094,-31.31772883818478,0.1771875
burn_in=500,burn_in,500.0,11700,0.8701522550991094,-31.321160014028678,0.17578125
burn_in=500,burn_in,500.0,11800,0.8703145196036192,-31.322401767853137,0.18015625
burn_in=500,burn_in,500.0,11900,0.8701522550991094,-31.309068929354844,0.15609375
burn_in=500,burn_in,500.0,12000,0.8701895462377943,-31.306266085749286,0.17359375
burn_in=500,burn_in,500.0,12100,0.8703517587939699,-31.312075030613443,0.16875
burn_in=500,burn_in,500.0,12200,0.8704767375071798,-31.302773571789768,0.16890625
burn_in=500,burn_in,500.0,12300,0.8701895462377943,-31.302057340742714,0.16328125
burn_in=500,burn_in,500.0,12400,0.8704395288710141,-31.26639617191608,0.1853125
burn_in=500,burn_in,500.0,12500,0.8703145196036192,-31.266114533552237,0.195
burn_in=500,burn_in,500.0,12600,0.8706389088298636,-31.258240844747064,0.1753125
burn_in=500,burn_in,500.0,12700,0.8707639287765652,-31.26283195867673,0.18859375
burn_in=500,burn_in,500.0,12800,0.8708889846330604,-31.25104251216841,0.1871875
burn_in=500,burn_in,500.0,12900,0.8708147722373905,-31.253226568842226,0.179375
burn_in=500,burn_in,500.0,13000,0.8715886239586326,-31.256585572069135,0.1940625
burn_in=500,burn_in,500.0,13100,0.871426519178279,-31.255617353033482,0.1646875
burn_in=500,burn_in,500.0,13200,0.871551724137931,-31.258536740676384,0.1675
burn_in=500,burn_in,500.0,13300,0.8709770114942529,-31.26096929827087,0.1721875
burn_in=500,burn_in,500.0,13400,0.871551724137931,-31.25893393596939,0.19046875
burn_in=500,burn_in,500.0,13500,0.8709770114942529,-31.262046653279146,0.1709375
burn_in=500,burn_in,500.0,13600,0.8702026735661923,-31.267076033593376,0.1875
burn_in=500,burn_in,500.0,13700,0.8703650474274217,-31.272080075892898,0.1896875
burn_in=500,burn_in,500.0,13800,0.8701653486700216,-31.251684710193217,0.185
burn_in=500,burn_in,500.0,13900,0.870077608508192,-31.24861128026749,0.17640625
burn_in=500,burn_in,500.0,14000,0.869952579393591,-31.22257314132861,0.17375
burn_in=500,burn_in,500.0,14100,0.8704395288710141,-31.227811661294485,0.1796875
burn_in=500,burn_in,500.0,14200,0.8701895462377943,-31.224327310484775,0.18234375
burn_in=500,burn_in,500.0,14300,0.8700272870888984,-31.22940533173552,0.1725
burn_in=500,burn_in,500.0,14400,0.8703517587939699,-31.230715620143933,0.20109375
burn_in=500,burn_in,500.0,14500,0.8703517587939699,-31.233974568045117,0.18765625
burn_in=500,burn_in,500.0,14600,0.8706017521183398,-31.232116718815096,0.1803125
burn_in=500,burn_in,500.0,14700,0.8707639287765652,-31.234240555682163,0.17453125
burn_in=500,burn_in,500.0,14800,0.8706389088298636,-31.23680559636574,0.17578125
burn_in=500,burn_in,500.0,14900,0.8703517587939699,-31.239615073800973,0.18828125
burn_in=500,burn_in,500.0,15000,0.8701019089995694,-31.228569181980326,0.17859375
burn_in=500,burn_in,500.0,15100,0.8697774587221824,-31.223908561452845,0.17625
burn_in=500,burn_in,500.0,15200,0.8699397071490095,-31.19709371352537,0.1825
burn_in=500,burn_in,500.0,15300,0.8697774587221824,-31.15687154789985,0.16390625
burn_in=500,burn_in,500.0,15400,0.8697774587221824,-31.137517225634824,0.1828125
burn_in=500,burn_in,500.0,15500,0.870713158272349,-31.14207770366981,0.2021875
burn_in=500,burn_in,500.0,15600,0.870264064293915,-31.145161037225677,0.188125
burn_in=500,burn_in,500.0,15700,0.87022681596325,-31.14964412329919,0.19734375
burn_in=500,burn_in,500.0,15800,0.87022681596325,-31.15421608273825,0.19359375
burn_in=500,burn_in,500.0,15900,0.8703889766039903,-31.142306890991865,0.1984375
burn_in=2000,burn_in,2000.0,2000,0.8456763389634763,-42.34954696580006,0.1885853948025987
burn_in=2000,burn_in,2000.0,2100,0.868114482956997,-37.86721588707958,0.1628125
burn_in=2000,burn_in,2000.0,2200,0.8701653486700216,-35.94882547986807,0.18078125
burn_in=2000,burn_in,2000.0,2300,0.8700906344410876,-35.46508189264844,0.19734375
burn_in=2000,burn_in,2000.0,2400,0.8700272870888984,-35.16954379105753,0.1878125
burn_in=2000,burn_in,2000.0,2500,0.8710001434926101,-35.015045512619,0.1875
burn_in=2000,burn_in,2000.0,2600,0.8704529115744069,-34.600462703096454,0.18609375
burn_in=2000,burn_in,2000.0,2700,0.8723404255319149,-34.53402525137884,0.18328125
burn_in=2000,burn_in,2000.0,2800,0.8703277745830937,-34.467884585498965,0.1796875
burn_in=2000,burn_in,2000.0,2900,0.8699654775604143,-33.96741518210113,0.18765625
burn_in=2000,burn_in,2000.0,3000,0.8706288674629443,-33.81861270609544,0.1928125
burn_in=2000,burn_in,2000.0,3100,0.87180224202357,-33.60773871232013,0.18125
