param,value,n_iters,burn_in,thinning,eval_every,warmup_pg,f1_final,logp_final,acc_final
burn_in,0.0,16000,0,20,100,50,0.8718463302752294,-30.988394050647102,0.16734375
burn_in,500.0,16000,500,20,100,50,0.8703889766039903,-31.142306890991865,0.1984375
burn_in,2000.0,16000,2000,20,100,50,0.8742635436125881,-31.37565071957405,0.18828125
burn_in,5000.0,16000,5000,20,100,50,0.8718170047475183,-31.639046362800443,0.18546875
