label,param,value,step,f1,logp,acc
thinning=1,thinning,1.0,2000,0.8454349388928828,-44.13593071798462,0.1881090704647676
thinning=1,thinning,1.0,2100,0.8644604316546762,-36.47375620265943,0.1909375
thinning=1,thinning,1.0,2200,0.8697152717860225,-35.2479870475951,0.2059375
thinning=1,thinning,1.0,2300,0.8737083811710677,-34.96443025383079,0.2009375
thinning=1,thinning,1.0,2400,0.8719055843408176,-34.47489342457158,0.18859375
thinning=1,thinning,1.0,2500,0.8706051873198847,-34.267424264136196,0.18953125
thinning=1,thinning,1.0,2600,0.8699913519746325,-33.66910240012956,0.2040625
thinning=1,thinning,1.0,2700,0.8703410562670888,-33.465464238264154,0.19890625
thinning=1,thinning,1.0,2800,0.8708561545113865,-33.32900808059535,0.1825
thinning=1,thinning,1.0,2900,0.871566230404142,-33.1534280225936,0.19234375
thinning=1,thinning,1.0,3000,0.8715583105088655,-33.05598953607803,0.2134375
thinning=1,thinning,1.0,3100,0.8706051873198847,-32.98719486418549,0.18578125
thinning=1,thinning,1.0,3200,0.8708051274665131,-32.95318473199406,0.19234375
thinning=1,thinning,1.0,3300,0.871868701410884,-32.902676083697585,0.20109375
thinning=1,thinning,1.0,3400,0.870893371757925,-32.90583746845475,0.19671875
thinning=1,thinning,1.0,3500,0.8718096611391493,-32.7084087564123,0.18296875
thinning=1,thinning,1.0,3600,0.8713441867166114,-32.61027283531024,0.2165625
thinning=1,thinning,1.0,3700,0.8719573671323635,-32.54914165988463,0.19859375
thinning=1,thinning,1.0,3800,0.8707679008788359,-32.57847085961481,0.18390625
thinning=1,thinning,1.0,3900,0.871920472554387,-32.574068910610336,0.18265625
thinning=1,thinning,1.0,4000,0.8716323296354992,-32.57907537646432,0.17453125
thinning=1,thinning,1.0,4100,0.8730409777138749,-32.54216694324904,0.1771875
thinning=1,thinning,1.0,4200,0.8723924615163285,-32.51175838505162,0.19265625
thinning=1,thinning,1.0,4300,0.8732921041277146,-32.456358470003224,0.211875
thinning=1,thinning,1.0,4400,0.8736690647482014,-32.44138549677248,0.1896875
thinning=1,thinning,1.0,4500,0.8735963144255686,-32.46083780881951,0.183125
thinning=1,thinning,1.0,4600,0.8728423475258918,-32.455498258083765,0.18
thinning=1,thinning,1.0,4700,0.8725179856115108,-32.41280775129154,0.17015625
thinning=1,thinning,1.0,4800,0.8724812895797351,-32.36510647533822,0.18609375
thinning=1,thinning,1.0,4900,0.8722454270488261,-32.338914271353595,0.16359375
thinning=1,thinning,1.0,5000,0.8725334869652888,-32.31381019318594,0.1946875
thinning=1,thinning,1.0,5100,0.8724600086467791,-32.32875949585126,0.18984375
thinning=1,thinning,1.0,5200,0.8727482346159389,-32.3464400080498,0.18671875
thinning=1,thinning,1.0,5300,0.8726591760299626,-32.35685647880909,0.20859375
thinning=1,thinning,1.0,5400,0.8720461095100864,-32.37838793812779,0.196875
thinning=1,thinning,1.0,5500,0.872894774722902,-32.374628394618455,0.19921875
thinning=1,thinning,1.0,5600,0.8727849013110502,-32.39520181713161,0.19765625
thinning=1,thinning,1.0,5700,0.8733083789231212,-32.279527573415876,0.1896875
thinning=1,thinning,1.0,5800,0.8729838709677419,-32.26063709413551,0.18375
thinning=1,thinning,1.0,5900,0.8726591760299626,-32.24858725030714,0.18984375
thinning=1,thinning,1.0,6000,0.8729106628242075,-32.225038348817925,0.19515625
thinning=1,thinning,1.0,6100,0.8731622946093975,-32.18123413730924,0.174375
thinning=1,thinning,1.0,6200,0.8727482346159389,-32.18896178437713,0.1690625
thinning=1,thinning,1.0,6300,0.8726224783861671,-32.1815649667691,0.164375
thinning=1,thinning,1.0,6400,0.8721349286435058,-32.19085243636314,0.1759375
thinning=1,thinning,1.0,6500,0.8724967583921626,-32.05108917727027,0.20359375
thinning=1,thinning,1.0,6600,0.8720461095100864,-32.04047307007416,0.175
thinning=1,thinning,1.0,6700,0.8714697406340057,-32.0468319857447,0.17640625
thinning=1,thinning,1.0,6800,0.87101887880098,-32.05851600070609,0.1959375
thinning=1,thinning,1.0,6900,0.8710560437977237,-32.04835218096442,0.18140625
thinning=1,thinning,1.0,7000,0.8709677419354839,-32.0337705161413,0.1596875
thinning=1,thinning,1.0,7100,0.871418286537077,-32.037704608986644,0.1659375
