mask,f1_mean_pseudo,f1_last_pseudo,logp_pseudo,time_pseudo_s,kept_pseudo,f1_mean_classic,f1_last_classic,logp_classic,acc_classic,time_classic_s,kept_classic,gap_pseudo,gap_classic
top,0.5220091324200913,0.5201452533287221,-73.86535956817359,38.71309780003503,500,0.5620061834421161,0.5331345261762757,-80.8544030088277,0.13063802083333334,135.8163610000629,500,0.0018638790913692027,0.0288716572658404
bottom,0.4066259808195292,0.4092200820966214,-126.15054624758817,32.54751279996708,500,0.4910452621295995,0.452658688077564,-129.1669538655001,0.09319010416666666,129.25629459996708,500,-0.002594101277092198,0.038386574052035494
center,0.47257383966244726,0.4750178443968594,-93.61528605863955,32.370925300056115,500,0.6412879423109173,0.625784645098986,-66.65013478784871,0.12921875,117.218619100051,500,-0.002444004734412142,0.015503297211931333
random50,0.8649541835661709,0.8026878436163715,-30.247107127632823,44.54057079995982,500,0.8793565683646113,0.8194319880418535,-27.67223169411919,0.17002604166666666,127.21050869999453,500,0.062266339949799465,0.059924580322757826
