step,f1,logp,acc
2000,0.6225728155339806,-176.34307444261196,0.1293571964017991
2100,0.629172382258802,-149.9309705106897,0.134375
2200,0.640134187252211,-140.01625011441564,0.1196875
2300,0.6416070613300867,-132.82535180398207,0.1178125
2400,0.6457385501971489,-123.02166650608865,0.1165625
2500,0.6495312972482613,-116.82193888120742,0.11609375
2600,0.6501660126773318,-114.48296771248866,0.12484375
2700,0.653012048192771,-114.03516503166803,0.110625
2800,0.6536203522504892,-113.6381703961703,0.11296875
2900,0.6538461538461539,-111.99566251960763,0.13140625
3000,0.6548406494287432,-108.77302092959123,0.136875
3100,0.6561514195583596,-106.60504116225869,0.13015625
3200,0.6560480841472577,-106.15422202733477,0.13109375
3300,0.656846535397565,-104.66974244627879,0.13359375
3400,0.6538113889725821,-103.78239736493252,0.14859375
3500,0.6562311860325105,-103.40975249579287,0.13859375
3600,0.6554064243703815,-102.86776558856216,0.14765625
3700,0.653689452240833,-102.81732640526685,0.13015625
3800,0.6550060313630881,-102.74992768058814,0.1390625
3900,0.6574352799518363,-100.6997626492328,0.1346875
4000,0.6561229100768188,-99.40032333884307,0.14578125
4100,0.6563299713984645,-99.00194139902794,0.13796875
4200,0.6563253012048192,-99.0254870342418,0.1225
4300,0.6562217535402229,-98.89722821482934,0.11546875
4400,0.6541999698386367,-98.70903492094615,0.13265625
4500,0.6529811320754717,-98.69586803307017,0.14515625
4600,0.651556361438501,-98.1402977562334,0.12359375
4700,0.6526665659465176,-97.85082585649724,0.14671875
4800,0.6537822738940058,-96.18818065212727,0.133125
4900,0.6534802959383965,-95.9403911973257,0.10859375
5000,0.6531660873507632,-95.45644027115812,0.1078125
5100,0.6536659108087679,-94.55861242789572,0.10921875
5200,0.6541603630862329,-94.00256492650354,0.11109375
5300,0.6551671962475413,-93.66884425467552,0.10390625
5400,0.6554545454545454,-93.06882874365351,0.11921875
5500,0.6555386949924128,-92.88512871756558,0.12703125
5600,0.6546337024116488,-92.5722522466292,0.115
5700,0.6546117611305273,-92.58802508926432,0.11890625
5800,0.6530798479087453,-92.42007374760841,0.11390625
5900,0.6523461304082876,-90.93408749766311,0.1396875
6000,0.6514390132480585,-90.52704642590746,0.11828125
6100,0.6512265732134694,-90.5387866703546,0.1065625
6200,0.6503123571537407,-90.33998551496867,0.1190625
