step,f1,logp
2000,0.5518202403762411,-185.72507124616652
2100,0.5584752035529238,-135.6492337030093
2200,0.5623362036690378,-124.16581151849931
2300,0.5622309563915403,-115.12397904467389
2400,0.5529035895508363,-110.75226513039401
2500,0.5616669795382017,-108.29342867344607
2600,0.5630377852600075,-104.94018844925913
2700,0.5639872587596028,-103.84852428550859
2800,0.5591721542803386,-100.9542349114931
2900,0.5569381598793364,-100.1284337400057
3000,0.5634546483122761,-98.90148434115004
3100,0.5583065583065583,-95.91459748471131
3200,0.5574452003023431,-93.8707574697425
3300,0.5570672713529856,-92.18091162537849
3400,0.5556396669190008,-92.04116531556818
3500,0.5547750142396051,-88.23156869958697
3600,0.5545005696923662,-85.79888089621785
3700,0.5580865603644647,-85.29521645912966
3800,0.5566736282513765,-84.22035510067087
3900,0.5578567357020711,-83.15501843812845
4000,0.5588458618071375,-81.88145061987318
4100,0.5622748815165877,-81.1055765096004
4200,0.5606520090978013,-80.18359667002838
4300,0.5597269624573379,-79.22214455556272
4400,0.5617764281647372,-78.55592955467957
4500,0.5603497433947918,-78.00038550970905
4600,0.560091133472565,-77.73440878006545
4700,0.5594989561586639,-77.6551429559429
4800,0.5595894316669835,-77.55835595801338
4900,0.5625948406676783,-77.59054492369367
5000,0.5640734431194397,-77.02354279248064
5100,0.5602124028067513,-76.44725988530155
5200,0.5606060606060606,-76.42092690703824
5300,0.5601816805450416,-75.39765114857641
5400,0.5605288007554297,-75.42314661732847
5500,0.5623111782477341,-75.1754238736162
5600,0.5638799773542178,-74.98272448478617
5700,0.5636672325976231,-74.96137705917606
5800,0.5633962264150943,-74.44544685644524
5900,0.5641993957703928,-74.31653942127406
6000,0.5622050217104021,-74.29789958882986
6100,0.5606662880938861,-74.26631092103518
6200,0.5608184918529746,-73.82398643275918
6300,0.5595756772115931,-73.74083199197162
6400,0.5579984836997726,-73.49861563522208
6500,0.5593637568642302,-72.94236435149311
6600,0.5597424730164742,-72.9103796703527
6700,0.5603937902309731,-72.9271078952349
6800,0.5604541154210029,-72.44928084683038
6900,0.5606980273141123,-71.87535336245065
7000,0.5602124028067513,-71.89463230375765
7100,0.5618488350066301,-71.91204163459048
7200,0.5606376921617006,-71.696237920312
7300,0.5596660975147031,-71.70461306469053
7400,0.5598785348263428,-71.67161846142534
7500,0.5596504559270516,-71.6536490759944
7600,0.5595441595441596,-71.42119772601961
7700,0.5603497433947918,-71.43793966635982
7800,0.5603497433947918,-71.45467460839339
7900,0.5612031220255093,-71.26020284905104
8000,0.5637124381894256,-71.26245482434936
8100,0.5630956919557758,-71.27723208649807
8200,0.5644054878048781,-71.29340751925474
