step,f1,logp
2000,0.46791941764008804,-277.3066522315522
2100,0.46040386303775244,-212.7630015618014
2200,0.4648112036872895,-192.46872710154577
2300,0.4684266856938994,-177.15157707226413
2400,0.4763435100874844,-165.68965337598016
2500,0.47889322454771194,-161.95268933613943
2600,0.47219754841001954,-158.98515306975537
2700,0.4746065808297568,-154.2701684257999
2800,0.47799422799422797,-149.68613460558896
2900,0.47417074497009243,-146.1215215539994
3000,0.475377067054334,-145.2498948896676
3100,0.4753265602322206,-142.06736175089878
3200,0.47792113392694896,-140.14204614112313
3300,0.48071001630139465,-135.52551415155256
3400,0.4810400866738895,-134.15762032948098
3500,0.4772234273318872,-133.313055369367
3600,0.4766203285791659,-132.183481894547
3700,0.4782687105500451,-130.958536570037
3800,0.4790203493607059,-128.30609294486308
3900,0.48046101206555014,-127.70530695345872
4000,0.47849656667871343,-127.41807429181623
4100,0.4798554652213189,-127.06398521345727
4200,0.4774497373664191,-126.62738024663734
4300,0.4777959035707812,-126.67066662612936
4400,0.47665758401453223,-126.61664322532212
4500,0.47693425354159097,-126.52257322310633
4600,0.4775576958022897,-126.35582597754421
4700,0.4802763133975641,-126.31294694899199
4800,0.4793298124203242,-126.34903985744191
4900,0.4811509743216172,-124.00138940297589
5000,0.4819672131147541,-123.33652725843322
5100,0.48240656335460347,-122.0191719582015
5200,0.47972232371209356,-122.05072030400883
5300,0.48048157606712877,-121.58113022248385
5400,0.48011674571324336,-121.60889429313463
5500,0.4781021897810219,-121.19992426382444
5600,0.47737226277372263,-119.7782091837189
5700,0.47634703196347034,-119.77650899447644
5800,0.4788166544923302,-119.79925780991624
5900,0.4786418400876232,-119.60681516410168
6000,0.4782608695652174,-119.00191466031949
6100,0.4777757453813792,-118.55552160004991
6200,0.47841989758595466,-117.91126315473042
6300,0.4781575580332663,-117.92405598972155
6400,0.47585954645208484,-117.93740422921206
6500,0.4769568397951719,-116.1220812138083
6600,0.4753888380603843,-116.09641319384019
6700,0.4751098096632504,-115.840847288806
6800,0.47388675096206706,-115.80434614447043
6900,0.4746197544438336,-115.45416600265325
7000,0.4742532527029503,-114.2808703294585
7100,0.4738382729601171,-113.72227280550719
7200,0.4735783507039678,-113.74159479027404
7300,0.47378995433789955,-113.75325167039924
7400,0.47278041651443187,-113.771751680034
7500,0.4720700985761227,-112.8174528866088
7600,0.472992700729927,-112.47949746623107
7700,0.47327130085750774,-112.49712238766355
7800,0.4728002920774005,-112.43025124751247
7900,0.47269406392694063,-112.44424073517013
8000,0.4719634703196347,-112.23542252304549
8100,0.47230853591665145,-110.93918611483858
8200,0.47239488117001827,-110.31220786141066
8300,0.472201901975128,-110.3132203484818
8400,0.472201901975128,-110.32789791660876
8500,0.4701792901573363,-110.29940545645744
8600,0.4695333943275389,-110.19068566068881
8700,0.47028707259096725,-110.04458466874112
8800,0.4693391909207395,-109.85833573500805
8900,0.46951107855704083,-108.86360083829885
9000,0.46916742909423603,-108.79538875288989
9100,0.46961932650073207,-108.80929709605778
9200,0.4692942254812099,-108.82321057953185
9300,0.4704591183464423,-108.33271625416174
9400,0.4701574514829733,-108.33398518084766
9500,0.4694027116159766,-108.3060409107265
9600,0.46994134897360706,-107.86525202757196
9700,0.47078219454112474,-107.87828741660874
9800,0.4709547370350009,-107.13657493684671
9900,0.47168774051676743,-107.04436363259879
10000,0.4715149294742627,-107.05690971413333
10100,0.47160131916452913,-107.06928635706613
10200,0.4727206151592823,-106.78182452395413
10300,0.47244094488188976,-106.7938389025006
10400,0.47160131916452913,-106.8022333205946
10500,0.4712348845731037,-106.63482335800785
10600,0.4706744868035191,-106.64634391557999
10700,0.4701998899688245,-106.6578509246204
10800,0.46916299559471364,-106.66919625649264
10900,0.46806167400881055,-106.6803902168237
11000,0.46760873554780696,-106.66668578662426
11100,0.46730345334313006,-106.32043309298221
11200,0.4685147787773086,-106.33128087557631
11300,0.46821021683204705,-106.31462359776452
11400,0.46747519294377066,-106.18911439599933
11500,0.46775675179129156,-106.15531630322721
11600,0.46821021683204705,-106.15155059518432
11700,0.46708348657594706,-105.08546054467077
11800,0.4679286895791215,-105.09564096661822
11900,0.46821021683204705,-105.1056713931136
12000,0.4667157043030526,-104.90619064031733
12100,0.4665194996320824,-104.74801273825474
12200,0.4661515820456218,-104.54413452174899
12300,0.4669976098547527,-103.62193668250214
12400,0.46716939488688614,-103.63132348750099
12500,0.46716939488688614,-103.64085961764394
12600,0.46716939488688614,-103.64890596460816
12700,0.4679522497704316,-103.65096782189768
12800,0.46758494031221304,-103.6602359430509
12900,0.4687328076288282,-103.66943017236918
13000,0.46813186813186813,-103.67847484549182
13100,0.46759428780666423,-103.68749968405086
13200,0.4682641302359612,-103.6964462390807
13300,0.4685442574981712,-103.70524915681892
13400,0.4682641302359612,-103.71404368177438
13500,0.4685442574981712,-103.6774849072326
13600,0.4682873332114787,-102.7344640448637
13700,0.46809288718230024,-102.19629446508142
13800,0.4673614920460779,-102.20441566988447
13900,0.4675324675324675,-102.21280981218062
14000,0.4677271896141891,-102.21956863957367
14100,0.4676416819012797,-102.22770441518136
14200,0.4681162068335465,-102.234761711408
14300,0.4672760511882998,-102.10586097814144
14400,0.46755620544690185,-102.0661874808739
14500,0.4682873332114787,-101.4954769639119
14600,0.46781272860277984,-101.0081897536184
14700,0.46656923639020825,-101.00504299723377
14800,0.46710526315789475,-101.01249675964502
14900,0.4669345999269273,-101.01724947159926
15000,0.466825077682325,-101.02495582743244
15100,0.4658987017736332,-101.0320096747503
15200,0.46673976608187134,-101.03916976903565
15300,0.46637426900584794,-101.04636741252162
15400,0.46626439934174435,-101.05384573937701
15500,0.46645951380003653,-101.06105907222278
15600,0.46637426900584794,-101.06819421189888
15700,0.46665448565686096,-101.07351143275903
15800,0.4660939499177481,-101.08063669407427
15900,0.46665448565686096,-101.0301590884174
