step,f1,logp,acc
2000,0.6104218362282878,-166.31044574478142,0.11637931034482758
2100,0.6161750082863772,-142.60448197366168,0.12171875
2200,0.6136288455176977,-130.81855895065632,0.1171875
2300,0.6079178399867484,-122.40927428017675,0.11515625
2400,0.6100232326584799,-118.22400573603396,0.09359375
2500,0.6061924686192469,-111.23616096852089,0.10484375
2600,0.6125883540895322,-106.77051190994841,0.12453125
2700,0.6107906345436037,-104.58696168699292,0.10890625
2800,0.6140500085048478,-100.31364370735452,0.120625
2900,0.6143076660406351,-99.26445037187793,0.11609375
3000,0.6130360205831904,-96.92601626227844,0.1065625
3100,0.610029295192142,-96.3798274140905,0.11328125
3200,0.6134207348628601,-94.26404603286728,0.1215625
3300,0.6128027681660899,-93.02907152499048,0.11421875
3400,0.6122661122661123,-92.29494962359284,0.10875
3500,0.6143994461751471,-91.48800510292713,0.1246875
3600,0.6121883656509696,-91.01568118544301,0.111875
3700,0.6135416666666667,-89.89129466817116,0.12109375
3800,0.6147968044459882,-89.41884821695545,0.119375
3900,0.6130268199233716,-88.81843447863447,0.098125
4000,0.6139923424991298,-86.69442067986998,0.12
4100,0.6149025069637883,-85.01612693433061,0.12484375
4200,0.6136403279260422,-84.33072764854367,0.11671875
4300,0.6153039832285115,-82.95154359871593,0.130625
4400,0.6152234636871509,-82.56386728886139,0.114375
4500,0.6140963014654571,-82.06103966435805,0.1325
4600,0.6143380429094715,-81.9850438453119,0.10671875
4700,0.6155993718373757,-81.14142753643524,0.10984375
4800,0.6143106457242583,-81.16167792703897,0.105625
4900,0.6146051712089448,-80.61790168187962,0.113125
5000,0.6150620304036345,-80.25223368245426,0.11296875
5100,0.6148199930094372,-80.15813276217418,0.12109375
5200,0.6136641621527171,-79.78637784400955,0.106875
5300,0.6129933636046105,-79.80776743580654,0.10546875
5400,0.6127510917030567,-79.05166688796515,0.11109375
5500,0.6137196718449991,-78.93754929311439,0.1125
5600,0.6147669750392739,-78.6704108097971,0.11859375
5700,0.6141759776536313,-78.28075120872597,0.1046875
5800,0.6162973303088466,-78.28044575622515,0.1065625
5900,0.6167800453514739,-78.2971492690197,0.1234375
6000,0.6178521617852162,-78.24139953727399,0.10796875
6100,0.6184416942652955,-77.29359703591297,0.105625
6200,0.6188403273550409,-76.53853444628818,0.11703125
6300,0.6197771587743732,-76.50681456932094,0.13515625
6400,0.6203655352480417,-76.33574542007548,0.12546875
6500,0.6210855949895616,-75.93075924139055,0.1284375
6600,0.6221990620114644,-74.94092868751557,0.1203125
6700,0.6228085401839958,-74.73087033873179,0.120625
6800,0.6235028640860961,-74.7211880826732,0.12828125
6900,0.6248048568950564,-74.69561609599747,0.133125
7000,0.6245662734212353,-74.1600563936631,0.12265625
7100,0.6251733703190014,-73.97540906945633,0.12359375
7200,0.6256285763828681,-73.78838132191687,0.11109375
7300,0.6263431542461005,-73.6387761593064,0.11375
7400,0.6264726264726265,-73.6535774251097,0.118125
7500,0.6266020090058885,-73.41033562265655,0.12578125
7600,0.6275324675324675,-73.41161971766655,0.1065625
7700,0.6282740676496097,-72.98288518137062,0.11234375
7800,0.6283631314007985,-72.64135598284547,0.12640625
7900,0.6295138888888889,-72.39354334944224,0.1328125
8000,0.6309027777777778,-72.39289847862298,0.1209375
8100,0.6308841410456835,-72.30038412018557,0.11359375
8200,0.6316521739130435,-72.23867547902316,0.123125
8300,0.6306086956521739,-72.19913411446302,0.11546875
8400,0.630279853989223,-72.21157115503846,0.10546875
8500,0.6294168842471715,-72.22124456238437,0.11578125
8600,0.6287008011145943,-72.10356236159853,0.1153125
8700,0.6289001220149905,-71.91664235538624,0.116875
8800,0.6289198606271778,-71.23214239562859,0.1196875
8900,0.6279839693326363,-71.19952990533137,0.1240625
9000,0.6283124128312413,-71.20231902934412,0.1175
9100,0.6282430785303849,-71.14409917058163,0.13421875
9200,0.6279150713539854,-70.96238536717749,0.114375
9300,0.6290687554395126,-70.94714714535668,0.13
9400,0.6308468092505651,-70.95931406901838,0.1215625
9500,0.6315423404625282,-70.97246941393725,0.11671875
9600,0.6311945748565467,-70.97256709046984,0.115
9700,0.6304612706701479,-70.98516306304938,0.12515625
9800,0.6313957535676993,-70.99061310373574,0.14296875
9900,0.6316338959457108,-71.00202107572127,0.10859375
10000,0.6321099321621152,-70.93572345599145,0.114375
10100,0.6311389759665622,-70.506747193774,0.106875
10200,0.6302037972478662,-70.51852614241172,0.11765625
10300,0.6297264331765116,-70.526910606568,0.123125
10400,0.6294876263506448,-70.5381555745972,0.1134375
10500,0.6303325787915723,-70.47511584734283,0.12796875
10600,0.6306086956521739,-70.43480766509713,0.1184375
10700,0.6306274986963324,-70.13471156334458,0.12859375
10800,0.6312130691692736,-69.9788076359288,0.12359375
10900,0.631359611043584,-69.96215478894666,0.12359375
11000,0.6311404270091998,-69.96509634393686,0.11625
11100,0.6310494362532524,-69.96859042456731,0.1278125
11200,0.6309213951067153,-69.97898854242553,0.10765625
11300,0.6309213951067153,-69.88339427499912,0.11328125
11400,0.6310123285292586,-69.6556000674523,0.12359375
11500,0.6310308920513711,-69.58005846438459,0.13125
11600,0.6313779937521694,-69.58796296570455,0.11703125
11700,0.6314692601597777,-69.46198087612377,0.12578125
11800,0.6316886726893676,-69.22751364877031,0.11
11900,0.6320541760722348,-69.20905716613316,0.103125
12000,0.6324192988545644,-69.17366484148374,0.1171875
12100,0.6311404270091998,-68.89766162460963,0.111875
12200,0.6312684365781711,-68.90740578581922,0.1325
12300,0.6310308920513711,-68.29929722932383,0.11625
12400,0.6313779937521694,-68.30630096664711,0.1125
12500,0.6311219173324071,-67.53775337342319,0.1353125
12600,0.6316886726893676,-67.24326892753209,0.11265625
12700,0.6317984361424848,-67.25263236614397,0.12671875
12800,0.6316886726893676,-67.26137909188415,0.12125
12900,0.6313412091730368,-67.27004946012278,0.1178125
13000,0.6313043478260869,-67.2146045190508,0.12609375
13100,0.631359611043584,-67.17406764371606,0.116875
13200,0.6320721971537661,-67.18150851652197,0.11890625
13300,0.6315972222222223,-67.1333735242552,0.1190625
13400,0.6311219173324071,-67.13516011064763,0.11890625
13500,0.6313779937521694,-67.01270115793696,0.116875
13600,0.6310123285292586,-66.96972679456178,0.11875
13700,0.631578947368421,-66.97791088638945,0.09859375
13800,0.6314692601597777,-66.98423896010249,0.105
13900,0.631578947368421,-66.8790424584182,0.10671875
14000,0.6306462821403752,-66.88642240177153,0.1134375
14100,0.6308841410456835,-66.89453181341267,0.12875
14200,0.6308841410456835,-66.90158235550597,0.1140625
14300,0.6304272316776659,-66.90946024166165,0.11390625
14400,0.6308841410456835,-66.86243779333321,0.12453125
14500,0.6308841410456835,-66.86965957386319,0.11734375
14600,0.6308841410456835,-66.8773739350291,0.1109375
14700,0.631322788110551,-66.88478115938733,0.105625
14800,0.6307371349095967,-66.69305798427138,0.1146875
14900,0.6315606534584637,-66.7001910145156,0.1009375
15000,0.631578947368421,-66.70174439822578,0.11296875
15100,0.6312130691692736,-66.68914030308319,0.10859375
15200,0.631359611043584,-66.68507103512053,0.10625
15300,0.6310123285292586,-66.69152043697162,0.10921875
15400,0.6305179005908933,-66.61300039264871,0.11203125
15500,0.6295845645750043,-66.41388337653709,0.1159375
15600,0.629822732012513,-66.40787174745057,0.11234375
15700,0.6299513551077137,-66.30704493354511,0.10828125
15800,0.6304272316776659,-66.31241603824937,0.12671875
15900,0.6299513551077137,-66.25526632486596,0.12671875
