step,f1,logp
2000,0.8166714408478946,-59.052887366386905
2100,0.838756118629427,-45.942507395360686
2200,0.8389513108614233,-42.87420747845021
2300,0.8368937644341802,-41.695504825677624
2400,0.8384859867090436,-40.681452569753105
2500,0.8383458646616542,-39.81211127406976
2600,0.8403409911862447,-39.59576227617953
2700,0.8391568004620271,-39.005933274520885
2800,0.839670377331213,-38.66915648252122
2900,0.8404500865551068,-38.56269198695367
3000,0.8411322934719815,-38.42844302832764
3100,0.8416341850729031,-38.38602085447344
3200,0.8421204680052,-38.20329265895854
3300,0.8422421265530193,-38.08870414659902
3400,0.8421509106678231,-37.98252665777371
3500,0.8412974225311324,-37.8436955502668
3600,0.8415870257746887,-37.21885412207206
3700,0.8408564814814815,-37.217653071926506
3800,0.8413433700057904,-36.90000460912
3900,0.8399710354815351,-36.75187261757651
4000,0.8418308227114716,-36.77843661348412
4100,0.8412974225311324,-36.817548518229565
4200,0.8423338641957434,-36.78243834568024
4300,0.8425778421433744,-36.61227305672875
4400,0.8415411355735806,-36.461704850977064
4500,0.841708906589428,-36.42970861514052
4600,0.8410538506079908,-36.38338095805413
4700,0.8414651802519183,-36.31785574133937
4800,0.8415110725141121,-36.27771144204016
4900,0.8414192614047792,-36.25783266230319
5000,0.841846331934597,-36.252013455624585
5100,0.840260680666184,-35.890784174752106
5200,0.8407938577430103,-35.8922357755882
5300,0.8405041286397219,-35.863460651276604
5400,0.8406426400347373,-35.87747345582643
5500,0.8411133661930994,-35.841886900958414
5600,0.84163288940359,-35.85809144369419
5700,0.8413433700057904,-35.583993767743664
5800,0.8415110725141121,-35.480028199429285
5900,0.841800550007237,-35.489779884200665
6000,0.841800550007237,-35.48211032063982
6100,0.8420900275003619,-35.425115204769426
6200,0.8416943761746422,-35.42567648141437
6300,0.8418920873716187,-35.36578131681259
6400,0.841816078658184,-35.37097668742833
6500,0.841816078658184,-35.25976049546021
6600,0.8412377096587623,-35.24345138242845
6700,0.8416943761746422,-35.249080981529914
6800,0.8416943761746422,-35.17108028787618
6900,0.8417245370370371,-35.15730698585367
7000,0.841313467380298,-35.142025408003
7100,0.8414351851851852,-35.084736295289055
7200,0.8412215950209871,-35.031874865233
7300,0.8416027773759583,-35.004980374773176
7400,0.841800550007237,-34.88598210694383
7500,0.8415110725141121,-34.887890763782124
7600,0.8409321175278622,-34.781697184037526
7700,0.8410078192875761,-34.78881519863924
7800,0.8406426400347373,-34.78287291371039
7900,0.8408104196816208,-34.79624270075439
8000,0.8406426400347373,-34.78532890754275
8100,0.8404286128004633,-34.79522490422366
8200,0.8412215950209871,-34.77822190330709
8300,0.84117561893731,-34.761814354826384
8400,0.8410241573846376,-34.757167356658144
8500,0.841313467380298,-34.76893546923998
8600,0.8413892908827786,-34.7760400317881
8700,0.8408104196816208,-34.781291079649804
8800,0.8410241573846376,-34.7646207887543
8900,0.840688757053972,-34.7644189436257
9000,0.8405964963080932,-34.767387399451735
9100,0.8409321175278622,-34.75786921361716
9200,0.8407348473889773,-34.75542518303338
9300,0.8409781507741282,-34.64438242219288
9400,0.8408564814814815,-34.647407671023544
9500,0.8412675444942844,-34.614279076331414
9600,0.8410241573846376,-34.6041662758205
9700,0.841648590021692,-34.61241971414849
9800,0.8410241573846376,-34.57955274807181
9900,0.841313467380298,-34.58891753962109
10000,0.8411458333333334,-34.59878507751217
10100,0.841816078658184,-34.60080439752227
10200,0.841816078658184,-34.58916473946444
10300,0.8419378163412871,-34.59900330661455
10400,0.8421052631578947,-34.55218698159187
10500,0.8421052631578947,-34.509026690983816
10600,0.8424400115640358,-34.50442645665927
10700,0.8426836321573163,-34.50972207806461
10800,0.8421052631578947,-34.5111292487675
10900,0.8418618097716103,-34.51631357539456
11000,0.8410701373825018,-34.51732550059826
11100,0.8415569382144408,-34.52352335932915
11200,0.841313467380298,-34.483282955242714
11300,0.8412215950209871,-34.49042316828504
11400,0.8416027773759583,-34.500169505792485
11500,0.8416787264833574,-34.50254867955164
11600,0.8421357256547533,-34.4601191501698
11700,0.8418920873716187,-34.43176837532009
11800,0.8417245370370371,-34.420126857192706
11900,0.8415569382144408,-34.41843416848741
12000,0.841846331934597,-34.37236470690827
12100,0.8422270426608821,-34.38176047754544
12200,0.8423032407407407,-34.38640858475712
12300,0.8424251193749096,-34.38953522026054
12400,0.8422119281991893,-34.35269033746349
12500,0.8425470332850941,-34.361001641093125
12600,0.8423488573908012,-34.36207652345885
12700,0.8422575976845152,-34.197014611901
12800,0.8420900275003619,-34.202620917814954
12900,0.8425925925925926,-34.21054765450127
13000,0.8424707073629394,-34.21199360789569
13100,0.8424707073629394,-34.21431969832557
13200,0.8426381255423778,-34.19679418758177
13300,0.8429273936939543,-34.202993299424264
13400,0.8428819444444444,-34.20884969618345
13500,0.8428819444444444,-34.111809815189424
13600,0.8423032407407407,-34.11879676183463
13700,0.8422575976845152,-34.12460600918983
13800,0.8423032407407407,-34.13057534835821
13900,0.8425470332850941,-34.11903833060015
14000,0.8422575976845152,-34.121393729701865
14100,0.8423032407407407,-34.12484862390132
14200,0.8423795049934868,-34.12986314307366
14300,0.8422575976845152,-34.07993397803054
14400,0.8419681620839363,-34.08548381489118
14500,0.8420900275003619,-34.08843250518569
14600,0.841876629018245,-34.09173753510528
14700,0.8420443028811351,-34.05719806615639
14800,0.8421662322618013,-34.06169743406683
14900,0.8421662322618013,-34.067127841230636
15000,0.841708906589428,-34.07395319247699
15100,0.8419681620839363,-34.00708015117246
15200,0.8419985517740768,-34.01120487776292
15300,0.8422881969587256,-34.00923696812974
15400,0.8420443028811351,-34.007637509030396
15500,0.8420138888888888,-34.011189309027756
15600,0.8419985517740768,-34.0169884107445
15700,0.8420443028811351,-34.02175222085765
15800,0.8419224088013897,-34.023147723489544
15900,0.8422119281991893,-34.027772672343424
