mask_kind,missing_rate,n_iters,burn_in,thinning,warmup_pg,base_f1_mean,base_f1_last,base_logp_mc,base_acc,best_alpha,best_sigma,best_f1_mean,best_f1_last,best_logp_mc,best_acc
top,0.5,12000,2000,20,50,0.5743205248359887,0.5308576480990274,-72.06530295703293,0.13942708333333334,0.5,0.15,0.625366568914956,0.5800748044882693,-62.52165696528262,0.12334548123180866
