mask,f1_mean_pseudo,f1_last_pseudo,logp_pseudo,time_pseudo_s,kept_pseudo,f1_mean_classic,f1_last_classic,logp_classic,acc_classic,time_classic_s,kept_classic,gap_pseudo,gap_classic
top,0.5226442658875091,0.507162346521146,-78.03015536273585,41.40604220004752,500,0.5658031088082901,0.5314041433738902,-82.20678984041879,0.13916666666666666,142.93607609998435,500,0.015481919366363117,0.03439896543439991
MAR80,0.6907496345792441,0.6380036079374625,-93.25060590768176,78.13666479988024,500,0.7601944637364818,0.6876712328767123,-75.5577685719015,0.21916666666666668,384.3823170000687,500,0.05274602664178163,0.07252323085976953
bottom,0.4161991584852735,0.3886676875957121,-122.6124976130758,162.54356839996763,500,0.5090317331163547,0.5003892262182781,-131.822691414494,0.10430989583333333,360.97449750010855,500,0.027531470889561427,0.008642506898076663
center,0.4737937559129612,0.4608501118568233,-85.9475035181299,70.67244190000929,500,0.6338816347295235,0.6098067401373582,-70.70884079146933,0.13951822916666667,226.4728452998679,500,0.012943644056137904,0.024074894592165275
