step,f1,logp,acc,rho
6900,0.6530989824236818,-77.29917134321488,0.11640625,1.0053329467773438
7000,0.6519251584969847,-77.20717815663531,0.12390625,1.0053329467773438
7100,0.6499458120452082,-77.22503128364596,0.125,1.0053329467773438
7200,0.6474239602731223,-77.14877551074449,0.1225,1.0053329467773438
7300,0.6486402486402486,-77.1661989761458,0.1228125,1.0053329467773438
7400,0.6476072094468615,-76.88801497378917,0.119375,1.0053329467773438
7500,0.647379063617981,-76.43970059872498,0.12640625,1.0053329467773438
7600,0.6459143968871596,-76.0232065363644,0.1259375,1.0053329467773438
7700,0.646445792502722,-75.99384256658969,0.12125,1.0053329467773438
7800,0.6458138811079988,-75.72610532037879,0.12859375,1.0053329467773438
7900,0.6444375194764724,-75.66964220907442,0.1278125,1.0053329467773438
8000,0.64399375975039,-75.68329372055308,0.1184375,1.0053329467773438
8100,0.6438826466916354,-75.69966285283468,0.1184375,1.0053329467773438
8200,0.6426004063134865,-75.71573687238345,0.1115625,1.0053329467773438
8300,0.6415625,-75.72902280429372,0.103125,1.0053329467773438
8400,0.6402753872633391,-75.70226223172982,0.1078125,1.0053329467773438
8500,0.6402877697841727,-75.71715826921785,0.10453125,1.0053329467773438
8600,0.6386844166014095,-75.7305429475532,0.121875,1.0053329467773438
8700,0.6382445141065831,-75.745487194509,0.12125,1.0053329467773438
8800,0.6373040752351097,-75.70736726855037,0.10890625,1.0053329467773438
8900,0.6382712182900094,-75.63665772506945,0.105625,1.0053329467773438
9000,0.6387713524525936,-75.26098767686668,0.11734375,1.0053329467773438
9100,0.6382445141065831,-73.6868283046957,0.11703125,1.0053329467773438
9200,0.637890441061058,-73.68617794413004,0.13296875,1.0053329467773438
9300,0.6387450980392156,-73.69706395101855,0.1375,1.0053329467773438
9400,0.6372625961387537,-73.43343559505419,0.11984375,1.0053329467773438
9500,0.6379905808477238,-73.44660676796671,0.135625,1.0053329467773438
9600,0.6366782006920415,-73.44487474106984,0.1334375,1.0053329467773438
9700,0.6356052258775382,-73.4548768443396,0.12625,1.0053329467773438
9800,0.6356198867212083,-73.46037617012311,0.13953125,1.0053329467773438
9900,0.6355051935788479,-73.46738256993527,0.116875,1.0053329467773438
10000,0.6351053790500157,-73.07337500026355,0.11390625,1.0053329467773438
10100,0.6346758967904342,-73.08167672169391,0.12625,1.0053329467773438
10200,0.6347908147216106,-73.09391616062499,0.12515625,1.0053329467773438
10300,0.6350055040100645,-73.01972887355626,0.12765625,1.0053329467773438
10400,0.6360779384035198,-72.98187150271286,0.1190625,1.0053329467773438
10500,0.6361779035046362,-72.93989241973503,0.12609375,1.0053329467773438
10600,0.6350055040100645,-72.95145114243746,0.1178125,1.0053329467773438
10700,0.6348058481370854,-72.96271355840162,0.1175,1.0053329467773438
10800,0.6353495679497251,-72.97317957145336,0.11984375,1.0053329467773438
10900,0.6359635334800378,-72.55800872092382,0.1059375,1.0053329467773438
11000,0.6361779035046362,-72.26232380686722,0.12078125,1.0053329467773438
11100,0.636063512026411,-72.27305153391887,0.13484375,1.0053329467773438
11200,0.6358490566037736,-72.2730111880928,0.12453125,1.0053329467773438
11300,0.6362635634533732,-72.28357117089466,0.120625,1.0053329467773438
11400,0.6363779279987424,-72.29333084764131,0.1325,1.0053329467773438
11500,0.6358345131351266,-72.29344069627527,0.11984375,1.0053329467773438
11600,0.635734507706826,-72.29609253910913,0.13140625,1.0053329467773438
11700,0.6354346800817482,-72.12504270937151,0.1153125,1.0053329467773438
11800,0.6347908147216106,-71.12500105820727,0.11359375,1.0053329467773438
11900,0.6344762503932054,-71.11063153200101,0.1134375,1.0053329467773438
12000,0.6337319068596602,-71.0828288850744,0.134375,1.0053329467773438
12100,0.6339468302658486,-70.93352732078574,0.11796875,1.0053329467773438
12200,0.6343917007230431,-70.93550513940164,0.118125,1.0053329467773438
12300,0.6336633663366337,-70.90499257813275,0.1078125,1.0053329467773438
12400,0.63353255740799,-70.91463203363841,0.13,1.0053329467773438
12500,0.63353255740799,-70.64670212985953,0.1196875,1.0053329467773438
12600,0.6332179930795848,-70.65504031683608,0.1290625,1.0053329467773438
12700,0.633317602642756,-70.65292111242061,0.12484375,1.0053329467773438
12800,0.6338626002200912,-70.61337926429557,0.11484375,1.0053329467773438
12900,0.6334329297059286,-70.57386121864006,0.1178125,1.0053329467773438
13000,0.6334486010688463,-70.55469023119574,0.11375,1.0053329467773438
13100,0.6337784760408484,-70.41061276080903,0.1171875,1.0053329467773438
13200,0.6342076331082143,-70.25635099125384,0.1115625,1.0053329467773438
13300,0.6345368916797488,-70.26521559264327,0.13109375,1.0053329467773438
13400,0.6346516007532956,-70.27392802366344,0.134375,1.0053329467773438
13500,0.6340238543628374,-70.2773465202544,0.13078125,1.0053329467773438
13600,0.6346666666666667,-70.28463760057622,0.1371875,1.0053329467773438
13700,0.6340392156862745,-70.07691412853056,0.13875,1.0053329467773438
13800,0.6340545625587959,-69.83429361823018,0.12046875,1.0053329467773438
13900,0.6342534504391468,-69.84234278421177,0.098125,1.0053329467773438
14000,0.6344372939883849,-69.85056598048958,0.1103125,1.0053329467773438
14100,0.6347512164495369,-69.80903930435852,0.10859375,1.0053329467773438
14200,0.6351796642083791,-69.19435297924326,0.1453125,1.0053329467773438
14300,0.6354934881531461,-69.0716007521474,0.12671875,1.0053329467773438
14400,0.6346365206468834,-69.07580903070308,0.1303125,1.0053329467773438
14500,0.6354934881531461,-69.08218907808075,0.13234375,1.0053329467773438
14600,0.6359360301034808,-68.79318307431362,0.11546875,1.0053329467773438
14700,0.6361498667502743,-68.79767171934971,0.11078125,1.0053329467773438
14800,0.6361355081555834,-67.95059731137201,0.11921875,1.0053329467773438
14900,0.6363208287552975,-67.9440511139594,0.12921875,1.0053329467773438
15000,0.6355785837651122,-67.95157372257768,0.12375,1.0053329467773438
15100,0.6351351351351351,-67.80937827948091,0.10390625,1.0053329467773438
15200,0.6349206349206349,-67.81695613745046,0.11765625,1.0053329467773438
15300,0.6352349520666353,-67.82313212480447,0.12703125,1.0053329467773438
15400,0.6356637863315004,-67.74388133302594,0.12109375,1.0053329467773438
15500,0.6360923511858018,-67.66380248946122,0.11828125,1.0053329467773438
15600,0.6360779384035198,-66.89651540556596,0.11984375,1.0053329467773438
15700,0.6360779384035198,-66.90328111534754,0.1215625,1.0053329467773438
15800,0.6358635863586358,-66.90195337751211,0.12171875,1.0053329467773438
15900,0.6355492692126355,-66.65057310523946,0.116875,1.0053329467773438
