step,f1,logp,acc,rho
10300,0.5576683291770573,-117.52133954025166,0.13984375,1.0872341394424438
10400,0.5576173397785747,-117.45896734562427,0.11640625,1.0872341394424438
10500,0.557566302652106,-116.7210336876386,0.12875,1.0872341394424438
10600,0.5578273763071641,-114.74979456880354,0.134375,1.0872341394424438
10700,0.5573923892701186,-113.48479609164406,0.12140625,1.0872341394424438
10800,0.5578635014836796,-113.34451230707538,0.12125,1.0872341394424438
10900,0.5588510771152045,-113.16789415221757,0.139375,1.0872341394424438
11000,0.5584740462789243,-113.17620173624147,0.13765625,1.0872341394424438
11100,0.5586120662707096,-113.05040091703465,0.165,1.0872341394424438
11200,0.5584009993753903,-112.87336235439427,0.14453125,1.0872341394424438
11300,0.558125,-112.85095022379286,0.14140625,1.0872341394424438
11400,0.5585613760750586,-112.84032044589782,0.14890625,1.0872341394424438
11500,0.5588373183309893,-112.20163409443578,0.138125,1.0872341394424438
11600,0.5587361176286564,-112.2118827487374,0.11640625,1.0872341394424438
11700,0.5595368486934752,-112.222161210016,0.12109375,1.0872341394424438
11800,0.5592105263157895,-111.28971827684214,0.12765625,1.0872341394424438
11900,0.5597868672621846,-110.57819687969234,0.10078125,1.0872341394424438
12000,0.5603758809710259,-110.5261458769337,0.11,1.0872341394424438
12100,0.560451623020229,-110.25472213093548,0.11984375,1.0872341394424438
12200,0.5606392980256972,-110.1961255644526,0.138125,1.0872341394424438
12300,0.5614914616951276,-110.05427579058252,0.1178125,1.0872341394424438
12400,0.5622163092815777,-110.03199286077856,0.13375,1.0872341394424438
12500,0.5633714554284819,-109.89287563780616,0.12484375,1.0872341394424438
12600,0.5628329677217173,-109.0854539940097,0.131875,1.0872341394424438
12700,0.5626959247648903,-109.0104421597025,0.13109375,1.0872341394424438
12800,0.5625685199686766,-108.98610177408824,0.12546875,1.0872341394424438
12900,0.5620586850776714,-108.96536630480159,0.1225,1.0872341394424438
13000,0.5631768953068592,-108.97445213523594,0.13,1.0872341394424438
13100,0.5634908177680114,-108.98346669729804,0.140625,1.0872341394424438
13200,0.563764705882353,-108.78882502631757,0.11875,1.0872341394424438
13300,0.563764705882353,-108.78217264128352,0.121875,1.0872341394424438
13400,0.5641266854813421,-108.69880373634861,0.1075,1.0872341394424438
13500,0.5642151481888035,-108.60041897116545,0.1159375,1.0872341394424438
13600,0.5632256040163163,-108.5922366387168,0.11671875,1.0872341394424438
13700,0.562274226480289,-108.4572273394572,0.1159375,1.0872341394424438
13800,0.5626767200754006,-108.46563360009594,0.1215625,1.0872341394424438
13900,0.5635878939940411,-108.47386429184158,0.12796875,1.0872341394424438
14000,0.5627257026220757,-108.4820502692896,0.12,1.0872341394424438
14100,0.5625,-108.49031264897003,0.12625,1.0872341394424438
14200,0.5618224666142969,-108.4573404438683,0.13265625,1.0872341394424438
14300,0.5630885122410546,-107.90679032099249,0.1184375,1.0872341394424438
14400,0.5630885122410546,-107.19630922322547,0.1215625,1.0872341394424438
14500,0.5633626097867002,-105.88325133703003,0.10546875,1.0872341394424438
14600,0.5639015210914223,-105.88239790305636,0.11234375,1.0872341394424438
14700,0.5647538413295704,-105.88853311670975,0.1234375,1.0872341394424438
14800,0.5642151481888035,-105.89609132754869,0.1321875,1.0872341394424438
14900,0.5643921568627451,-105.6895335037913,0.11765625,1.0872341394424438
15000,0.5642554526910403,-105.69171211419673,0.13390625,1.0872341394424438
15100,0.5641669281455914,-105.66890965948,0.11046875,1.0872341394424438
15200,0.5633537447008949,-105.67431969004556,0.12765625,1.0872341394424438
15300,0.5626863329672054,-105.68156437410138,0.11375,1.0872341394424438
15400,0.5631768953068592,-105.68779635292894,0.1228125,1.0872341394424438
15500,0.5632256040163163,-105.69518905814482,0.1265625,1.0872341394424438
15600,0.5629118293065579,-105.70209968038274,0.125625,1.0872341394424438
15700,0.5625098039215686,-105.70909245163233,0.1321875,1.0872341394424438
15800,0.5624706066781627,-105.62601692973521,0.11171875,1.0872341394424438
15900,0.5624706066781627,-105.61480316575283,0.11234375,1.0872341394424438
